编号,名称,描述,法力,力道,身法,元气,生命,物攻,魔攻,物防,魔防,霸道,会心,卸力,化解,力道%,身法%,元气%
14000003,判官3级属性,,171,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0
14000004,判官4级属性,,181,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0
14000005,判官5级属性,,192,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0
14000006,判官6级属性,,202,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0
14000007,判官7级属性,,213,8,8,19,0,0,0,0,0,0,0,0,0,0,0,0
14000008,判官8级属性,,223,9,9,21,0,0,0,0,0,0,0,0,0,0,0,0
14000009,判官9级属性,,234,10,10,24,0,0,0,0,0,0,0,0,0,0,0,0
14000010,判官10级属性,,245,12,12,27,0,0,0,0,0,0,0,0,0,0,0,0
14000011,判官11级属性,,255,13,13,29,0,0,0,0,0,0,0,0,0,0,0,0
14000012,判官12级属性,,266,14,14,32,0,0,0,0,0,0,0,0,0,0,0,0
14000013,判官13级属性,,277,15,15,34,0,0,0,0,0,0,0,0,0,0,0,0
14000014,判官14级属性,,287,16,16,37,0,0,0,0,0,0,0,0,0,0,0,0
14000015,判官15级属性,,298,17,17,39,0,0,0,0,0,0,0,0,0,0,0,0
14000016,判官16级属性,,309,18,18,42,0,0,0,0,0,0,0,0,0,0,0,0
14000017,判官17级属性,,319,19,19,44,0,0,0,0,0,0,0,0,0,0,0,0
14000018,判官18级属性,,330,20,20,47,0,0,0,0,0,0,0,0,0,0,0,0
14000019,判官19级属性,,341,21,21,49,0,0,0,0,0,0,0,0,0,0,0,0
14000020,判官20级属性,,352,23,23,52,0,0,0,0,0,0,0,0,0,0,0,0
14000021,判官21级属性,,362,24,24,55,0,0,0,0,0,0,0,0,0,0,0,0
14000022,判官22级属性,,373,26,26,58,0,0,0,0,0,0,0,0,0,0,0,0
14000023,判官23级属性,,383,27,27,61,0,0,0,0,0,0,0,0,0,0,0,0
14000024,判官24级属性,,394,29,29,64,0,0,0,0,0,0,0,0,0,0,0,0
14000025,判官25级属性,,405,30,30,67,0,0,0,0,0,0,0,0,0,0,0,0
14000026,判官26级属性,,415,32,32,70,0,0,0,0,0,0,0,0,0,0,0,0
14000027,判官27级属性,,426,33,33,73,0,0,0,0,0,0,0,0,0,0,0,0
14000028,判官28级属性,,436,35,35,76,0,0,0,0,0,0,0,0,0,0,0,0
14000029,判官29级属性,,447,36,36,79,0,0,0,0,0,0,0,0,0,0,0,0
14000030,判官30级属性,,458,38,38,83,0,0,0,0,0,0,0,0,0,0,0,0
14000031,判官31级属性,,468,40,40,87,0,0,0,0,0,0,0,0,0,0,0,0
14000032,判官32级属性,,479,42,42,91,0,0,0,0,0,0,0,0,0,0,0,0
14000033,判官33级属性,,489,44,44,95,0,0,0,0,0,0,0,0,0,0,0,0
14000034,判官34级属性,,500,46,46,100,0,0,0,0,0,0,0,0,0,0,0,0
14000035,判官35级属性,,511,48,48,104,0,0,0,0,0,0,0,0,0,0,0,0
14000036,判官36级属性,,521,50,50,108,0,0,0,0,0,0,0,0,0,0,0,0
14000037,判官37级属性,,532,52,52,113,0,0,0,0,0,0,0,0,0,0,0,0
14000038,判官38级属性,,542,54,54,117,0,0,0,0,0,0,0,0,0,0,0,0
14000039,判官39级属性,,553,56,56,121,0,0,0,0,0,0,0,0,0,0,0,0
14000040,判官40级属性,,564,58,58,126,0,0,0,0,0,0,0,0,0,0,0,0
14000041,判官41级属性,,574,59,59,130,0,0,0,0,0,0,0,0,0,0,0,0
14000042,判官42级属性,,585,61,61,134,0,0,0,0,0,0,0,0,0,0,0,0
14000043,判官43级属性,,595,63,63,138,0,0,0,0,0,0,0,0,0,0,0,0
14000044,判官44级属性,,606,65,65,142,0,0,0,0,0,0,0,0,0,0,0,0
14000045,判官45级属性,,617,67,67,147,0,0,0,0,0,0,0,0,0,0,0,0
14000046,判官46级属性,,627,69,69,151,0,0,0,0,0,0,0,0,0,0,0,0
14000047,判官47级属性,,638,71,71,155,0,0,0,0,0,0,0,0,0,0,0,0
14000048,判官48级属性,,648,73,73,159,0,0,0,0,0,0,0,0,0,0,0,0
14000049,判官49级属性,,659,75,75,163,0,0,0,0,0,0,0,0,0,0,0,0
14000050,判官50级属性,,670,77,77,168,0,0,0,0,0,0,0,0,0,0,0,0
14000051,判官51级属性,,680,78,78,171,0,0,0,0,0,0,0,0,0,0,0,0
14000052,判官52级属性,,691,80,80,175,0,0,0,0,0,0,0,0,0,0,0,0
14000053,判官53级属性,,701,82,82,178,0,0,0,0,0,0,0,0,0,0,0,0
14000054,判官54级属性,,712,83,83,182,0,0,0,0,0,0,0,0,0,0,0,0
14000055,判官55级属性,,723,85,85,186,0,0,0,0,0,0,0,0,0,0,0,0
14000056,判官56级属性,,733,87,87,189,0,0,0,0,0,0,0,0,0,0,0,0
14000057,判官57级属性,,744,88,88,193,0,0,0,0,0,0,0,0,0,0,0,0
14000058,判官58级属性,,754,90,90,196,0,0,0,0,0,0,0,0,0,0,0,0
14000059,判官59级属性,,765,92,92,200,0,0,0,0,0,0,0,0,0,0,0,0
14000060,判官60级属性,,776,94,94,204,0,0,0,0,0,0,0,0,0,0,0,0
14000061,判官61级属性,,786,95,95,206,0,0,0,0,0,0,0,0,0,0,0,0
14000062,判官62级属性,,797,96,96,208,0,0,0,0,0,0,0,0,0,0,0,0
14000063,判官63级属性,,807,97,97,211,0,0,0,0,0,0,0,0,0,0,0,0
14000064,判官64级属性,,818,98,98,213,0,0,0,0,0,0,0,0,0,0,0,0
14000065,判官65级属性,,829,99,99,216,0,0,0,0,0,0,0,0,0,0,0,0
14000066,判官66级属性,,839,100,100,218,0,0,0,0,0,0,0,0,0,0,0,0
14000067,判官67级属性,,850,101,101,220,0,0,0,0,0,0,0,0,0,0,0,0
14000068,判官68级属性,,860,102,102,223,0,0,0,0,0,0,0,0,0,0,0,0
14000069,判官69级属性,,871,103,103,225,0,0,0,0,0,0,0,0,0,0,0,0
14000070,判官70级属性,,882,105,105,228,0,0,0,0,0,0,0,0,0,0,0,0
14000071,判官71级属性,,892,108,108,234,0,0,0,0,0,0,0,0,0,0,0,0
14000072,判官72级属性,,903,111,111,241,0,0,0,0,0,0,0,0,0,0,0,0
14000073,判官73级属性,,913,114,114,248,0,0,0,0,0,0,0,0,0,0,0,0
14000074,判官74级属性,,924,117,117,254,0,0,0,0,0,0,0,0,0,0,0,0
14000075,判官75级属性,,935,120,120,261,0,0,0,0,0,0,0,0,0,0,0,0
14000076,判官76级属性,,945,123,123,268,0,0,0,0,0,0,0,0,0,0,0,0
14000077,判官77级属性,,956,126,126,274,0,0,0,0,0,0,0,0,0,0,0,0
14000078,判官78级属性,,966,129,129,281,0,0,0,0,0,0,0,0,0,0,0,0
14000079,判官79级属性,,977,132,132,288,0,0,0,0,0,0,0,0,0,0,0,0
14000080,判官80级属性,,988,136,136,295,0,0,0,0,0,0,0,0,0,0,0,0
14000081,判官81级属性,,998,139,139,302,0,0,0,0,0,0,0,0,0,0,0,0
14000082,判官82级属性,,1009,143,143,310,0,0,0,0,0,0,0,0,0,0,0,0
14000083,判官83级属性,,1019,146,146,317,0,0,0,0,0,0,0,0,0,0,0,0
14000084,判官84级属性,,1030,150,150,325,0,0,0,0,0,0,0,0,0,0,0,0
14000085,判官85级属性,,1041,153,153,333,0,0,0,0,0,0,0,0,0,0,0,0
14000086,判官86级属性,,1051,157,157,340,0,0,0,0,0,0,0,0,0,0,0,0
14000087,判官87级属性,,1062,160,160,348,0,0,0,0,0,0,0,0,0,0,0,0
14000088,判官88级属性,,1072,164,164,355,0,0,0,0,0,0,0,0,0,0,0,0
14000089,判官89级属性,,1083,167,167,363,0,0,0,0,0,0,0,0,0,0,0,0
14000090,判官90级属性,,1094,171,171,371,0,0,0,0,0,0,0,0,0,0,0,0
14000091,判官91级属性,,1104,174,174,379,0,0,0,0,0,0,0,0,0,0,0,0
14000092,判官92级属性,,1115,178,178,388,0,0,0,0,0,0,0,0,0,0,0,0
14000093,判官93级属性,,1125,182,182,396,0,0,0,0,0,0,0,0,0,0,0,0
14000094,判官94级属性,,1136,186,186,405,0,0,0,0,0,0,0,0,0,0,0,0
14000095,判官95级属性,,1147,190,190,413,0,0,0,0,0,0,0,0,0,0,0,0
14000096,判官96级属性,,1157,194,194,422,0,0,0,0,0,0,0,0,0,0,0,0
14000097,判官97级属性,,1168,198,198,430,0,0,0,0,0,0,0,0,0,0,0,0
14000098,判官98级属性,,1178,202,202,439,0,0,0,0,0,0,0,0,0,0,0,0
14000099,判官99级属性,,1189,206,206,447,0,0,0,0,0,0,0,0,0,0,0,0
14000100,判官100级属性,,1200,210,210,456,0,0,0,0,0,0,0,0,0,0,0,0
15000001,龙女1级属性,,80,2,3,1,0,0,0,0,0,0,15,0,0,0,0,0
15000002,龙女2级属性,,89,3,5,2,0,0,0,0,0,0,15,0,0,0,0,0
15000003,龙女3级属性,,98,4,7,3,0,0,0,0,0,0,15,0,0,0,0,0
15000004,龙女4级属性,,108,6,10,4,0,0,0,0,0,0,15,0,0,0,0,0
15000005,龙女5级属性,,117,7,12,5,0,0,0,0,0,0,15,0,0,0,0,0
15000006,龙女6级属性,,126,8,14,7,0,0,0,0,0,0,15,0,0,0,0,0
15000007,龙女7级属性,,136,10,17,8,0,0,0,0,0,0,15,0,0,0,0,0
15000008,龙女8级属性,,145,11,19,9,0,0,0,0,0,0,15,0,0,0,0,0
15000009,龙女9级属性,,154,12,21,10,0,0,0,0,0,0,15,0,0,0,0,0
15000010,龙女10级属性,,164,14,24,12,0,0,0,0,0,0,16,0,0,0,0,0
15000011,龙女11级属性,,173,15,26,13,0,0,0,0,0,0,16,0,0,0,0,0
15000012,龙女12级属性,,182,16,28,14,0,0,0,0,0,0,16,0,0,0,0,0
15000013,龙女13级属性,,191,18,31,15,0,0,0,0,0,0,16,0,0,0,0,0
15000014,龙女14级属性,,201,19,33,16,0,0,0,0,0,0,16,0,0,0,0,0
15000015,龙女15级属性,,210,21,36,17,0,0,0,0,0,0,17,0,0,0,0,0
15000016,龙女16级属性,,219,22,38,18,0,0,0,0,0,0,17,0,0,0,0,0
15000017,龙女17级属性,,229,23,40,19,0,0,0,0,0,0,17,0,0,0,0,0
15000018,龙女18级属性,,238,25,43,20,0,0,0,0,0,0,17,0,0,0,0,0
15000019,龙女19级属性,,247,26,45,21,0,0,0,0,0,0,17,0,0,0,0,0
15000020,龙女20级属性,,257,28,48,23,0,0,0,0,0,0,18,0,0,0,0,0
15000021,龙女21级属性,,266,29,50,24,0,0,0,0,0,0,18,0,0,0,0,0
15000022,龙女22级属性,,275,31,53,26,0,0,0,0,0,0,18,0,0,0,0,0
15000023,龙女23级属性,,284,33,56,27,0,0,0,0,0,0,18,0,0,0,0,0
15000024,龙女24级属性,,293,34,59,29,0,0,0,0,0,0,19,0,0,0,0,0
15000025,龙女25级属性,,303,36,62,30,0,0,0,0,0,0,19,0,0,0,0,0
15000026,龙女26级属性,,312,38,65,32,0,0,0,0,0,0,19,0,0,0,0,0
15000027,龙女27级属性,,321,39,68,33,0,0,0,0,0,0,20,0,0,0,0,0
15000028,龙女28级属性,,330,41,71,35,0,0,0,0,0,0,20,0,0,0,0,0
15000029,龙女29级属性,,339,43,74,36,0,0,0,0,0,0,20,0,0,0,0,0
15000030,龙女30级属性,,349,45,77,38,0,0,0,0,0,0,21,0,0,0,0,0
15000031,龙女31级属性,,358,47,80,40,0,0,0,0,0,0,21,0,0,0,0,0
15000032,龙女32级属性,,367,49,84,42,0,0,0,0,0,0,21,0,0,0,0,0
15000033,龙女33级属性,,376,51,88,44,0,0,0,0,0,0,22,0,0,0,0,0
15000034,龙女34级属性,,386,54,92,46,0,0,0,0,0,0,22,0,0,0,0,0
15000035,龙女35级属性,,395,56,96,48,0,0,0,0,0,0,23,0,0,0,0,0
15000036,龙女36级属性,,404,58,100,50,0,0,0,0,0,0,23,0,0,0,0,0
15000037,龙女37级属性,,414,61,104,52,0,0,0,0,0,0,23,0,0,0,0,0
15000038,龙女38级属性,,423,63,108,54,0,0,0,0,0,0,24,0,0,0,0,0
15000039,龙女39级属性,,432,65,112,56,0,0,0,0,0,0,24,0,0,0,0,0
15000040,龙女40级属性,,442,68,116,58,0,0,0,0,0,0,25,0,0,0,0,0
15000041,龙女41级属性,,451,70,119,59,0,0,0,0,0,0,25,0,0,0,0,0
15000042,龙女42级属性,,460,72,123,61,0,0,0,0,0,0,25,0,0,0,0,0
15000043,龙女43级属性,,469,74,127,63,0,0,0,0,0,0,25,0,0,0,0,0
15000044,龙女44级属性,,479,76,131,65,0,0,0,0,0,0,25,0,0,0,0,0
15000045,龙女45级属性,,488,79,135,67,0,0,0,0,0,0,25,0,0,0,0,0
15000046,龙女46级属性,,497,81,139,69,0,0,0,0,0,0,25,0,0,0,0,0
15000047,龙女47级属性,,507,83,143,71,0,0,0,0,0,0,25,0,0,0,0,0
15000048,龙女48级属性,,516,85,147,73,0,0,0,0,0,0,25,0,0,0,0,0
15000049,龙女49级属性,,525,87,151,75,0,0,0,0,0,0,25,0,0,0,0,0
15000050,龙女50级属性,,535,90,155,77,0,0,0,0,0,0,25,0,0,0,0,0
15000051,龙女51级属性,,544,91,158,78,0,0,0,0,0,0,25,0,0,0,0,0
15000052,龙女52级属性,,553,93,161,80,0,0,0,0,0,0,25,0,0,0,0,0
15000053,龙女53级属性,,562,95,164,82,0,0,0,0,0,0,25,0,0,0,0,0
15000054,龙女54级属性,,572,97,168,83,0,0,0,0,0,0,25,0,0,0,0,0
15000055,龙女55级属性,,581,99,171,85,0,0,0,0,0,0,25,0,0,0,0,0
15000056,龙女56级属性,,590,101,174,87,0,0,0,0,0,0,25,0,0,0,0,0
15000057,龙女57级属性,,600,103,178,88,0,0,0,0,0,0,25,0,0,0,0,0
15000058,龙女58级属性,,609,105,181,90,0,0,0,0,0,0,25,0,0,0,0,0
15000059,龙女59级属性,,618,107,184,92,0,0,0,0,0,0,25,0,0,0,0,0
15000060,龙女60级属性,,628,109,188,94,0,0,0,0,0,0,25,0,0,0,0,0
15000061,龙女61级属性,,637,110,190,95,0,0,0,0,0,0,25,0,0,0,0,0
15000062,龙女62级属性,,646,111,192,96,0,0,0,0,0,0,25,0,0,0,0,0
15000063,龙女63级属性,,655,113,194,97,0,0,0,0,0,0,25,0,0,0,0,0
15000064,龙女64级属性,,665,114,196,98,0,0,0,0,0,0,25,0,0,0,0,0
15000065,龙女65级属性,,674,116,199,99,0,0,0,0,0,0,25,0,0,0,0,0
15000066,龙女66级属性,,683,117,201,100,0,0,0,0,0,0,25,0,0,0,0,0
15000067,龙女67级属性,,693,118,203,101,0,0,0,0,0,0,25,0,0,0,0,0
15000068,龙女68级属性,,702,120,205,102,0,0,0,0,0,0,25,0,0,0,0,0
15000069,龙女69级属性,,711,121,207,103,0,0,0,0,0,0,25,0,0,0,0,0
15000070,龙女70级属性,,721,123,210,105,0,0,0,0,0,0,25,0,0,0,0,0
15000071,龙女71级属性,,730,126,216,108,0,0,0,0,0,0,25,0,0,0,0,0
15000072,龙女72级属性,,739,130,222,111,0,0,0,0,0,0,25,0,0,0,0,0
15000073,龙女73级属性,,748,133,228,114,0,0,0,0,0,0,25,0,0,0,0,0
15000074,龙女74级属性,,758,137,234,117,0,0,0,0,0,0,25,0,0,0,0,0
15000075,龙女75级属性,,767,141,241,120,0,0,0,0,0,0,25,0,0,0,0,0
15000076,龙女76级属性,,776,144,247,123,0,0,0,0,0,0,25,0,0,0,0,0
15000077,龙女77级属性,,786,148,253,126,0,0,0,0,0,0,25,0,0,0,0,0
15000078,龙女78级属性,,795,151,259,129,0,0,0,0,0,0,25,0,0,0,0,0
15000079,龙女79级属性,,804,155,265,132,0,0,0,0,0,0,25,0,0,0,0,0
15000080,龙女80级属性,,814,159,272,136,0,0,0,0,0,0,25,0,0,0,0,0
15000081,龙女81级属性,,823,163,279,139,0,0,0,0,0,0,25,0,0,0,0,0
15000082,龙女82级属性,,832,167,286,143,0,0,0,0,0,0,25,0,0,0,0,0
15000083,龙女83级属性,,841,171,293,146,0,0,0,0,0,0,25,0,0,0,0,0
15000084,龙女84级属性,,851,175,300,150,0,0,0,0,0,0,25,0,0,0,0,0
15000085,龙女85级属性,,860,179,307,153,0,0,0,0,0,0,25,0,0,0,0,0
15000086,龙女86级属性,,869,183,314,157,0,0,0,0,0,0,25,0,0,0,0,0
15000087,龙女87级属性,,879,187,321,160,0,0,0,0,0,0,25,0,0,0,0,0
15000088,龙女88级属性,,888,191,328,164,0,0,0,0,0,0,25,0,0,0,0,0
15000089,龙女89级属性,,897,195,335,167,0,0,0,0,0,0,25,0,0,0,0,0
15000090,龙女90级属性,,907,200,342,171,0,0,0,0,0,0,25,0,0,0,0,0
15000091,龙女91级属性,,916,204,349,174,0,0,0,0,0,0,25,0,0,0,0,0
15000092,龙女92级属性,,925,209,357,178,0,0,0,0,0,0,25,0,0,0,0,0
15000093,龙女93级属性,,934,213,365,182,0,0,0,0,0,0,25,0,0,0,0,0
15000094,龙女94级属性,,944,218,373,186,0,0,0,0,0,0,25,0,0,0,0,0
15000095,龙女95级属性,,953,222,381,190,0,0,0,0,0,0,25,0,0,0,0,0
15000096,龙女96级属性,,962,227,388,194,0,0,0,0,0,0,25,0,0,0,0,0
15000097,龙女97级属性,,972,231,396,198,0,0,0,0,0,0,25,0,0,0,0,0
15000098,龙女98级属性,,981,236,404,202,0,0,0,0,0,0,25,0,0,0,0,0
15000099,龙女99级属性,,990,240,412,206,0,0,0,0,0,0,25,0,0,0,0,0
15000100,龙女100级属性,,1000,245,420,210,0,0,0,0,0,0,25,0,0,0,0,0
21101001,力士10级武器第1级强化属性,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
21101002,力士10级武器第2级强化属性,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
21101003,力士10级武器第3级强化属性,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
21101004,力士10级武器第4级强化属性,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
21101005,力士10级武器第5级强化属性,,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
21102001,力士20级武器第1级强化属性,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
21102002,力士20级武器第2级强化属性,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
21102003,力士20级武器第3级强化属性,,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
21102004,力士20级武器第4级强化属性,,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
21102005,力士20级武器第5级强化属性,,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
21102006,力士20级武器第6级强化属性,,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
21103001,力士30级武器第1级强化属性,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
21103002,力士30级武器第2级强化属性,,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
21103003,力士30级武器第3级强化属性,,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
21103004,力士30级武器第4级强化属性,,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
21103005,力士30级武器第5级强化属性,,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
21103006,力士30级武器第6级强化属性,,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0
21103007,力士30级武器第7级强化属性,,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
21104001,力士40级武器第1级强化属性,,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
21104002,力士40级武器第2级强化属性,,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
21104003,力士40级武器第3级强化属性,,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
21104004,力士40级武器第4级强化属性,,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
21104005,力士40级武器第5级强化属性,,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0
21104006,力士40级武器第6级强化属性,,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0
21104007,力士40级武器第7级强化属性,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
21104008,力士40级武器第8级强化属性,,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0
21105001,力士50级武器第1级强化属性,,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
21105002,力士50级武器第2级强化属性,,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
21105003,力士50级武器第3级强化属性,,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
21105004,力士50级武器第4级强化属性,,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
21105005,力士50级武器第5级强化属性,,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0
21105006,力士50级武器第6级强化属性,,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0
21105007,力士50级武器第7级强化属性,,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0
21105008,力士50级武器第8级强化属性,,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0
21105009,力士50级武器第9级强化属性,,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0
21106001,力士60级武器第1级强化属性,,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
21106002,力士60级武器第2级强化属性,,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
21106003,力士60级武器第3级强化属性,,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0
21106004,力士60级武器第4级强化属性,,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0
21106005,力士60级武器第5级强化属性,,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0
21106006,力士60级武器第6级强化属性,,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0
21106007,力士60级武器第7级强化属性,,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0
21106008,力士60级武器第8级强化属性,,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0
21106009,力士60级武器第9级强化属性,,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0
21106010,力士60级武器第10级强化属性,,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0
21107001,力士70级武器第1级强化属性,,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
21107002,力士70级武器第2级强化属性,,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0
21107003,力士70级武器第3级强化属性,,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
21107004,力士70级武器第4级强化属性,,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0
21107005,力士70级武器第5级强化属性,,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0
21107006,力士70级武器第6级强化属性,,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0
21107007,力士70级武器第7级强化属性,,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0
21107008,力士70级武器第8级强化属性,,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0
21107009,力士70级武器第9级强化属性,,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0
21107010,力士70级武器第10级强化属性,,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0
21107011,力士70级武器第11级强化属性,,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0
21108001,力士80级武器第1级强化属性,,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
21108002,力士80级武器第2级强化属性,,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
21108003,力士80级武器第3级强化属性,,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0
21108004,力士80级武器第4级强化属性,,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0
21108005,力士80级武器第5级强化属性,,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0
21108006,力士80级武器第6级强化属性,,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0
21108007,力士80级武器第7级强化属性,,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0
21108008,力士80级武器第8级强化属性,,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0
21108009,力士80级武器第9级强化属性,,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0
21108010,力士80级武器第10级强化属性,,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0
21108011,力士80级武器第11级强化属性,,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0
21108012,力士80级武器第12级强化属性,,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0
21109001,力士90级武器第1级强化属性,,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
21109002,力士90级武器第2级强化属性,,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
21109003,力士90级武器第3级强化属性,,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0
21109004,力士90级武器第4级强化属性,,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0
21109005,力士90级武器第5级强化属性,,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0
21109006,力士90级武器第6级强化属性,,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0
21109007,力士90级武器第7级强化属性,,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0
21109008,力士90级武器第8级强化属性,,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0
21109009,力士90级武器第9级强化属性,,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0
21109010,力士90级武器第10级强化属性,,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0
21109011,力士90级武器第11级强化属性,,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0
21109012,力士90级武器第12级强化属性,,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0
21109013,力士90级武器第13级强化属性,,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0
21110001,力士100级武器第1级强化属性,,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
21110002,力士100级武器第2级强化属性,,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
21110003,力士100级武器第3级强化属性,,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0
21110004,力士100级武器第4级强化属性,,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0
21110005,力士100级武器第5级强化属性,,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0
21110006,力士100级武器第6级强化属性,,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0
21110007,力士100级武器第7级强化属性,,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0
21110008,力士100级武器第8级强化属性,,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0
21110009,力士100级武器第9级强化属性,,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0
21110010,力士100级武器第10级强化属性,,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0
21110011,力士100级武器第11级强化属性,,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0
21110012,力士100级武器第12级强化属性,,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0
21110013,力士100级武器第13级强化属性,,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0
21110014,力士100级武器第14级强化属性,,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0
21201001,力士10级头盔第1级强化属性,,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
21201002,力士10级头盔第2级强化属性,,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
21201003,力士10级头盔第3级强化属性,,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
21201004,力士10级头盔第4级强化属性,,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0
